Brand,Model,Interface,Form Factor,Capacities,Controller,Configuration,DRAM,HMB,NAND Brand,NAND Type,Layers,"R/W (Up to, in MB/s)",Categories,Notes (*),Product Page,Product Page 2,Affiliate Link
Mushkin,Tempest,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,InnoGrit IG5216,"Dual-core, 4x4",No,Yes,,TLC,96+,3300/2900,Entry-Level NVMe,,Mushkin Tempest,,https://amzn.to/48BludX
Mushkin,Triactor 3DL,SATA/AHCI,"2.5""",80GB-1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550/505,Entry-Level SATA,,Mushkin Triactor 3DL,,
Mushkin,Triactor 3DX,SATA/AHCI,"2.5""",120GB-1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,565/530,High-End SATA,,Mushkin Triactor 3DX,,
Mushkin,Vortex LX,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,Innogrit IG5220,"Tri-core R5, 4x8",No,Yes,,TLC,,4985/4775,Mid-Range NVMe,QLC possible at higher caps?,Mushkin Vortex LX,,https://amzn.to/3NeA4zM
Neo Forza,NFP400,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Innogrit IG5236,"Quad-core, 4-Ch, 8-CE/ch",Yes,N/A,YMTC,TLC,128,7400/6800,High-End NVMe,,Neo Forza Gen4,,
Neo Forza,NFP455,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000/10000,High-End NVMe,,,,
Neo Forza,NFP495,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,TenaFe TC2201,"Dual Cortex-M7, 4-ch, 4-CE/ch",No,Yes,YMTC,TLC,232,7200/6500,High-End NVMe,,Neo Forza NFP495,,
Neo Forza,Zion NFS01,SATA/AHCI,"2.5""",120GB-960GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560/520,Entry-Level SATA,,Neo Forza Zion NFS01,,
Neo Forza,Zion NFS06,SATA/AHCI,"2.5""",120GB-480GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560/510,High-End SATA,,Neo Forza Zion NFS06,,
Netac,Extreme Portable,,,,,,,,,,,,,,,,https://amzn.to/46LvSii
Netac,NV3000,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,Realtek RTS5766DL,4-Ch,No,Yes,YMTC,TLC,64/96+,3500/2100,Entry-Level NVMe,,Nteac NV3000,,
Netac,NV5000,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4400,Mid-Range NVMe,,Netac NV5000,,
Netac,NV5000-t,x4 PCIe 4.0/NVMe,M.2,500GB-1TB,TenaFe TC2200,"Dual M7, 4x4",No,Yes,YMTC,TLC,128,4800/4600,Mid-Range NVMe,,Netac NV5000-t,,
Netac,NV7000,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7200/6850,High-End NVMe,IG5236 at 1/2TB; Heatsink issue?,Netac NV7000,,https://amzn.to/44fw73E
Netac,NV7000-t,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,,,,,,,,7300/6700,,,Netac NV7000-t,,https://amzn.to/46VS89B
Netac,NV7000-Q,x4 PCIe 4.0/NVMe,M.2,1TB,Maxio MAP1602,,No,Yes,YMTC,QLC,232,7100/6200,,,,,
Netac,Portable,,,,,,,,,,,,,,,,https://amzn.to/44C0ykr
Netac,SA500,SATA/AHCI,"2.5""",120GB-1TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,TLC,,530/475,Entry-Level SATA,,Netac SA500,,
Nextorage,G Series ME,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E27T,,No,Yes,Kioxia,TLC,162,7400/6200,,M.2 2230,,,
Nextorage,NEM-PA,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000/6850,High-End NVMe,PS5; G Series,Nextorage NEM-PA,,https://amzn.to/3LjoAdA
Nextorage,NE5N,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,,High-End NVMe,,Nextorage NN5Pro,,
Nextorage,NN5Pro,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400/11800,High-End NVMe,,,,
Orico,GV100,USB 3.2 Gen 2x1,USB-C,128GB-1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,940/940,Entry-Level NVMe,Portable,Orico GV100,,
Orico,V500,x4 PCIe 3.0/NVMe,M.2,128GB-1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2070/1668,Entry-Level NVMe,,Orico V500,,
Patriot,Burst,SATA/AHCI,"2.5""",120GB-960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,560/540,Entry-Level SATA,,Patriot Burst,,https://amzn.to/3ZEluVP
Patriot,Burst Elite,SATA/AHCI,"2.5""",120GB-1.92TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Intel,QLC,64,450/450,Entry-Level SATA,TLC at smaller capacities,Patriot Burst Elite,,
Patriot,EVLVR 2,Thunderbolt 3,USB-C,Up to 2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,2850/2600,Mid-Range NVMe,Portable,Patriot EVLVR,,
Patriot,P200,SATA/AHCI,"2.5""",256GB-2TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,530/460,Entry-Level SATA,2TB SKU uses MAS0902A,Patriot P200,,
Patriot,P210,SATA/AHCI,"2.5""",Up to 2TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,,,520/430,Entry-Level SATA,,Patriot P210,,https://amzn.to/3TcHkNP
Patriot,P220,SATA/AHCI,"2.5""",Up to 4TB,Maxio MAS1102,"ARM, 2x8",No,N/A,YMTC,TLC,,,Entry-Level SATA,,Patriot P220,,
Patriot,P300,x4 PCIe 3.0/NVMe,M.2,128GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,2100/1650,Entry-Level NVMe,SM2263XT variant,Patriot P300,,https://amzn.to/3yCfMaX
Patriot,P310,x4 PCIe 3.0/NVMe,M.2,240GB-1.92TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,176,2100/1800,Entry-Level NVMe,,Patriot P310,,https://amzn.to/3JGtjF5
Patriot,P400,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176,5000/4800,Mid-Range NVMe,,Patriot P400,,https://amzn.to/47NYSGd
Patriot,P400 Lite,,,,SMI SM2267XT,"Dual R5, 4x4",No,Yes,,,,3500/2700,Entry-Level NVMe,"Alt: E19T, similar to NV2",Patriot P400 Lite,,
Patriot,P400 V4,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,,,,,,,,6200,,,Patriot P400 V4,,
Patriot,PD573,x4 PCIe 5.0/NVMe,M.2,1TB-8TB,Maxio MAP1802,,No,Yes,,TLC,,14000/12000,High-End NVMe,,,,
Patriot,PV553,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400/11800,High-End NVMe,,,,
Patriot,PV563,x4 PCIe 5.0/NVMe,M.2,,,,,,,,,14000/11500,,MAP1806,,,
Patriot,PV593,x4 PCIe 5.0/NVMe,M.2,,,,,,,,,14000/13000,,,,,
Patriot,PVP30,x4 PCIe 4.0/NVMe,M.2,,,,,,,,,,,2230,,,
Patriot,PXD,USB 3.2 Gen 2x1,USB-C,512GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,1000/1000,Entry-Level NVMe,Portable,Patriot PXD,,
Patriot,Scorch,x2 PCIe 3.0/NVMe,M.2,128GB-512GB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1700/950,Entry-Level NVMe,,Patriot Scorch,,
Patriot,Viper VP4000 Mini,,,,,,,,,,,,,,,,
Patriot,Viper VP4100,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4800/4000,Mid-Range NVMe,Heatsink,Viper VP4100,,
Patriot,Viper VP4300,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Micron,TLC,96,7400/6800,High-End NVMe,176L possible,Viper VP4300,,
Patriot,Viper VP4300 Lite,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,Maxio MAP1602,"ARM, 2x8",No,Yes,YMTC,TLC,232,7400/6400,,4TB: 232L QLC. 1/2TB E27/162L TLC,Patriot Viper VP4300,,https://amzn.to/3EYv6BT
Patriot,Viper VPN100,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400/3000,Mid-Range NVMe,QLC variant,Patriot Viper VPN100,,
Patriot,Viper VPN110,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,,TLC,,3300/3000,Mid-Range NVMe,3-yr,Viper VPN110,,https://amzn.to/3PGytCH
Patriot,Viper VPR100,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3300/2900,Mid-Range NVMe,Heatsink & RGB,Patriot VPR100,,
Patriot,Viper VPR400,x4 PCIe 4.0/NVMe,M.2,512GB-1TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176,5000/4600,Mid-Range NVMe,RGB,Patriot Viper VPR400,,https://amzn.to/46t1Wqr
Patriot,VP4000 Mini,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,QLC,176,5000/3500,,2230,Patriot Viper VP4000 Mini,,
Pioneer,APS-SE20G,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400/3000,Mid-Range NVMe,3-yr,Pioneer APS-SE20G,,https://amzn.to/3PGywyn
Pioneer,APS-SE20Q,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,3400/3000,Mid-Range NVMe,,Pioneer APS-SE20Q,,
Pioneer,APS-SL3,SATA/AHCI,"2.5""",240GB-1TB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,550/500,Entry-Level SATA,,Pioneer APS-SL3,,
Pioneer,XS03,USB 3.2 Gen 2x1,USB-C,,,,,,,,,,,,,,https://amzn.to/3EZ4ukk
Plextor,M8V/M8VG,SATA/AHCI,"2.5"" & M.2",128GB-512GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Kioxia,TLC,64,560/520,Mid-Range SATA,,Plextor M8V,,
Plextor,M8V Plus,SATA/AHCI,"2.5"" & M.2",256GB-1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Kioxia,TLC,96,560/520,High-End SATA,aka M8 VC Plus,Plextor M8VC Plus,,
Plextor,M9P+,x4 PCIe 3.0/NVMe,M.2 & AIC,256GB-1TB,Marvell 88SS1092,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Kioxia,TLC,96,3400/2200,Mid-Range NVMe,Also bare or heatsink (M.2),Plextor M9P+,,
Plextor,M9PeY/G/GN,x4 PCIe 3.0/NVMe,M.2 & AIC,256GB-1TB,Marvell 88SS1093,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Kioxia,TLC,64,3200/2100,Mid-Range NVMe,Heatsink on all but GN,Plexto M9Pe,,
Plextor,M10e,x4 PCIe 4.0/NVMe,M.2,256GB-1TB,SM2267XT,"Dual R5, 4x4",No,Yes,Kioxia,TLC,112,3700/2600,Entry-Level NVMe,,Plextor M10e,,
Plextor,M10P,x4 PCIe 4.0/NVMe,M.2 & AIC,512GB-2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Kioxia,TLC,96,7000/5000,High-End NVMe,(GN),Plextor M10P(GN),,
Plextor,S3C/G,SATA/AHCI,"2.5"" & M.2 (256GB)",128GB-512GB,SMI SM2254,"Single-core, 4-ch, 8-CE/ch",Yes,No,Hynix,TLC,N/A,550/500,Entry-Level SATA,G is M.2; custom SM2256,Plextor S3C,,
PNY,CS1030,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,YMTC,TLC/QLC,64+,2100/1900,Entry-Level NVMe,Flash may vary (2TB QLC),PNY CS1030,,https://amzn.to/3yFQ8Cu
PNY,CS1031,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,,TLC,,2400/1750,Entry-Level NVMe,,PNY CS1031,,
PNY,CS1311,SATA/AHCI,"2.5""",120GB-2TB,Phison S10,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,64,550/520,Mid-Range SATA,Originally 2D,PNY CS1131,,
PNY,CS2040,SATA/AHCI,"2.5""",128GB-1TB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,560/540,Entry-Level SATA,,PNY CS2040,,
PNY,CS2130,x4 PCIe 3.0/NVMe,M.2,500GB-4TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Intel,QLC,96,3500/3000,Mid-Range NVMe,Less DRAM,PNY CS2130,,https://amzn.to/3PZHjNl
PNY,CS2140,x4 PCIe 4.0/NVMe,M.2,250GB-2TB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,176,3600/3200,Entry-Level NVMe,,PNY CS2140,,https://amzn.to/409sKZt
PNY,CS2142,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E21T,,No,Yes,Micron,QLC,176,5000/3200,,2230,PNY CS2142,,
PNY,CS2230,x4 PCIe 3.0/NVMe,M.2,500GB-1TB,Maxio MAP1202,"Dual R5, 4x4",No,Yes,Micron,TLC,176,3300/2600,Entry-Level NVMe,,PNY CS2230,,https://amzn.to/3JEQJuj
PNY,CS2241,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,176,5000/4200,Mid-Range NVMe,QLC at 2TB,PNY CS2241+Q332,,
PNY,CS2311,SATA/AHCI,"2.5""",250GB-2TB,Phison S12,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,64/96,550/500,Mid-Range SATA,5-yr,PNY CS2311,,
PNY,CS2342,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,,,,,,,,7300/6000,,,,,
PNY,CS3030,x4 PCIe 3.0/NVMe,M.2,250GB-4TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3500/3100,Mid-Range NVMe,Always double-sided; 4TB QLC,PNY CS3030,,https://amzn.to/3LHap1g
PNY,CS3040,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5600/4300,Mid-Range NVMe,4TB QLC,PNY CS3040 sans heatsink,PNY CS3040,https://amzn.to/3ZAn5Nh
PNY,CS3140,x4 PCIe 4.0/NVMe,M.2,1TB-8TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7500/6850,High-End NVMe,Alt: BiCS5,PNY CS3140,,https://amzn.to/404bCod
PNY,CS3150,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12000/11000,High-End NVMe,,PNY CS3150,,
PNY,CS4040,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4800/4000,Mid-Range NVMe,,PNY CS3040,,
PNY,CS900,SATA/AHCI,"2.5""",120GB-960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Micron,TLC,64,550/515,Entry-Level SATA,Some SKUs QLC (incl BiCS5 QLC),PNY CS900,,https://amzn.to/429uJyW
PNY,Elite,USB 3.2 Gen 1x1,USB-A,240GB-960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Micron,TLC,64,430/400,Entry-Level SATA,Portable,PNY Elite,,
PNY,Pro Elite,USB 3.2 Gen 2x1,USB-C,250GB-1TB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,880/900,Entry-Level NVMe,Portable; Unverified,PNY Pro Elite,,https://amzn.to/3rxp4Fo
PNY,Pro Elite 2,,,,Phison U17,,No,N/A,,,,,,,,,https://amzn.to/3O6x9cy
PNY,Pro EliteX-PRO,USB 3.2 Gen 2x2,USB-C,,,,,,,,,,,,,,https://amzn.to/3ZCQZQU
PNY,RP60,USB 3.2 Gen 2x2,USB-C,1TB-2TB,,,,,,,,2000/1800,,Portable,,,
Sabrent,Rocket,x4 PCIe 3.0/NVMe,M.2,256GB-4TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400/3000,Mid-Range NVMe,E12S changes; BiCS5 now,Sabrent Rocket,,https://amzn.to/3ZSsFtB
Sabrent,Rocket 2230,x4 PCIe 4.0/NVMe,M.2,256GB-2TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,176,4750/4300,Mid-Range NVMe,2TB w/E27T in future,Sabrent Rocket 2230,,https://amzn.to/3ZDnJIU
Sabrent,Rocket 2242,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,2500/2100,Entry-Level NVMe,,Sabrent Rocket 2242,,https://amzn.to/3FmyAip
Sabrent,Rocket 2242,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Hynix,TLC,176,5100/4800,Mid-Range NVMe,2TB and/or E27T in future,,,
Sabrent,Rocket 4.0,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4400,Mid-Range NVMe,,Sabrent Rocket 4.0,,https://amzn.to/3mHD1Oj
Sabrent,Rocket 4 (New/4L),x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E27T,,No,Yes,Kioxia,TLC,162,7400/6400,,,Sabrent Rocket 4L,,https://amzn.to/3xKKemF
Sabrent,Rocket 4 Plus,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000/6850,High-End NVMe,Upgraded: 176L,Sabrent Rocket 4 Plus,,https://amzn.to/424seOy
Sabrent,Rocket 4 Plus (8TB),x4 PCIe 4.0/NVMe,M.2,8TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,112,7400/6600,High-End NVMe,8TB of TLC,Sabrent Rocket 4 Plus (8TB),,https://amzn.to/424seOy
Sabrent,Rocket 4 Plus-G,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000/6850,High-End NVMe,I/O+ Firmware,Sabrent Rocket 4 Plus-G,,https://amzn.to/3YANGaP
Sabrent,Rocket 5,x4 PCIe 5.0/NVMe,M.2,1TB-8TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,,High-End NVMe,,Sabrent Rocket 5,,https://amzn.to/4eUs1n9
Sabrent,Rocket Nano,USB 3.2 Gen 2x1,USB-C,512GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64,1000/1000,Entry-Level NVMe,Portable; smaller FF,Sabrent Rocket Nano,,https://amzn.to/3YSSpod
Sabrent,Rocket Nano V2,USB 3.2 Gen 2x2,USB-C,1TB-4TB,Phison U18,"Single-CPU, 2-ch, 8-CE/ch",No,N/A,Hynix,TLC,128,1600/1600,Entry-Level NVMe,,Sabrent nano V2,,https://amzn.to/3n4CztB
Sabrent,Rocket Pro,USB 3.2 Gen 2x1,USB-C,256GB-4TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,1000/1000,Entry-Level NVMe,Portable,Sabrent Rocket Pro,,https://amzn.to/428lwaf
Sabrent,Rocket Q,x4 PCIe 3.0/NVMe,M.2,500GB-8TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,3300/3000,Mid-Range NVMe,Less DRAM,Sabrent Rocket Q,,https://amzn.to/3l9J8dY
Sabrent,Rocket Q4,x4 PCIe 4.0/NVMe,M.2,2TB-4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,4900/3500,Mid-Range NVMe,Sequentials,Sabrent Rocket Q4,,https://amzn.to/3J8ohzB
Samsung,860 EVO,SATA/AHCI,"2.5"" & M.2 (2TB)",250GB-4TB,Samsung MJX,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Samsung,TLC,64,550/520,High-End SATA,,Samsung 860 EVO,,
Samsung,860 Pro,SATA/AHCI,"2.5""",256GB-4TB,Samsung MJX,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Samsung,MLC,64,560/530,High-End SATA,,Samsung 860 Pro,,
Samsung,860 QVO,SATA/AHCI,"2.5""",1TB-4TB,Samsung MJX,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Samsung,QLC,64,550/520,Entry-Level SATA,,Samsung 860 QVO,,
Samsung,870 EVO,SATA/AHCI,"2.5""",250GB-4TB,Samsung MKX,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Samsung,TLC,128,560/530,High-End SATA,,Samsung 870 EVO,,https://amzn.to/3ZHrr4c
Samsung,870 QVO,SATA/AHCI,"2.5""",1TB-8TB,Samsung MKX,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Samsung,QLC,9x,560/530,Entry-Level SATA,,Samsung 870 QVO,,https://amzn.to/3FiTVJr
Samsung,9100 Pro,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,Samsung Presto,,Yes,N/A,Samsung,TLC,236L,14700/13400,,,Samsung 9100 PRO,,https://amzn.to/4k1S5z0
Samsung,960 EVO,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,Samsung Polaris,"Penta-core, 8-ch, 8-CE/ch",Yes,No,Samsung,TLC,48,3200/1900,Mid-Range NVMe,,Samsung 960 EVO,,
Samsung,960 Pro,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,Samsung Polaris,"Penta-core, 8-ch, 8-CE/ch",Yes,No,Samsung,MLC,48,3500/2100,Mid-Range NVMe,OEM SM961: 128GB-1TB,Samsung 960 Pro,,
Samsung,970 EVO,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,Samsung Phoenix,"Penta-core, 8-ch, 8-CE/ch",Yes,No,Samsung,TLC,64,3500/2500,Mid-Range NVMe,,Samsung 970 EVO,,
Samsung,970 EVO Plus,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,Samsung Phoenix,"Penta-core, 8-ch, 8-CE/ch",Yes,No,Samsung,TLC,96 (92),3500/3300,Mid-Range NVMe,Elpis + 128L flash change,Samsung 970 EVO Plus,,https://amzn.to/3LfxMQ4
Samsung,970 Pro,x4 PCIe 3.0/NVMe,M.2,512GB-1TB,Samsung Phoenix,"Penta-core, 8-ch, 8-CE/ch",Yes,No,Samsung,MLC,64,3500/2700,Mid-Range NVMe,,Samsung 970 Pro,,
Samsung,980,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,Samsung Pablo,"Cortex-R5, 4x4",No,Yes,Samsung,TLC,128,3500/3000,Entry-Level NVMe,,Samsung 980,,https://amzn.to/3JsjDgZ
Samsung,980 Pro,x4 PCIe 4.0/NVMe,M.2,250GB-2TB,Samsung Elpis,"Cortex-R8, 8x8",Yes,N/A,Samsung,TLC,128 (136),7000/5000,High-End NVMe,OEM: PM9A1,Samsung 980 Pro,,https://amzn.to/3LfsrIv
Samsung,990 EVO,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Samsung Piccolo,"Hexa-core R8 + R5, 4x4",No,Yes,Samsung,TLC,133,5000/4200,Mid-Range NVMe,x2 PCIe 5.0 mode,Samsung 990 EVO,,https://amzn.to/3xPDT9u
Samsung,990 EVO Plus,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Samsung Piccolo,"Hexa-core R8 + R5, 4x4",No,Yes,Samsung,TLC,236,7250/6300,Mid-Range NVMe,x2 PCIe 5.0 mode,,,
Samsung,990 Pro,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Samsung Pascal,"Cortex-R8, 8x8",Yes,N/A,Samsung,TLC,176,7450/6900,High-End NVMe,"4TB 2023, upd 236L/V8",Samsung 990 PRO,,https://amzn.to/3J52zfN
Samsung,T5,USB 3.2 Gen 2x1,USB-C,250GB-2TB,Samsung MGX,"Dual-core, 8-ch, 8-CE/ch",Yes,N/A,Samsung,TLC,64,540/?,High-End SATA,Portable,Samsung T5,,
Samsung,T5 EVO,USB 3.2 Gen 1x1,USB-C,2TB-8TB,Samsung MKX,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Samsung,QLC,176,460/460,Entry-Level SATA,Metis = MKX,Samsung T5 EVO,,
Samsung,T7/T7 Touch/T7 Shield,USB 3.2 Gen 2x1,USB-C,500GB-2TB,Samsung Pablo,"Cortex-R5, 4x4",No,No,Samsung,TLC,96+,1050/1050,Entry-Level NVMe,Portable; Touch and Shield + features,Samsung T7,Samsung T7 Touch,https://amzn.to/3LiymN0
Samsung,T9,USB 3.2 Gen 2x2,USB-C,1TB-4TB,Samsung Pablo,"Cortex-R5, 4x4",No,Yes,Samsung,TLC,128,2000/2000,,Portable; V6 TLC at launch,Samsung T9,,https://amzn.to/46GuNYd
